index	sentence	label
1454	In the subpopulation of @Chemical$-sensitive @Disease$tics the number of polypectomies correlated also with the density of mast cells and eosinophils in the polyp tissue.	0
1455	"Search terms included @Chemical$, warfarin, secondary prevention, and @Disease$."	0
1456	CONCLUSIONS : There was a temporal relationship between the onset of @Disease$ and initiation of @Chemical$ infusion.	1
1457	@Chemical$-induced hypersensitivity syndrome and @Disease$ associated with reactivation of Epstein-Barr virus.	1
1458	"@Chemical$-exacerbated respiratory disease (AERD) is an adult-onset condition that manifests as asthma, @Disease$, and sensitivity to aspirin and other cyclooxygenase-1 (COX-1)-inhibitor nonsteroidal anti-inflammatory drugs (NSAIDs)."	0
1459	We report a 56-year-old patient who had been taking antihypertensive medication in combination with prophylactic @Chemical$ for 19 years who was diagnosed with @Disease$ with significant coronary artery stenosis on angiography.	0
1460	"CONCLUSION: Short-term, mostly single-dose exposure to @Chemical$ for the treatment of pain, fever, or colds was associated with a small but significant increase in the risk of @Disease$ relative to placebo."	0
1461	It remains to be seen whether the @Disease$ associated with @Chemical$ is a drug-class effect or specific to troglitazone.	1
1462	"Treatment of @Disease$ consisted of washing of the nasal cavities, steroid spray, and oral @Chemical$ administration."	0
1463	Rituximab-based therapy for @Chemical$-induced @Disease$ in a patient with metastatic pancreatic adenocarcinoma : a case report.	1
1464	We report a case of reversible @Disease$ and new-onset DM that developed in a demented patient who was treated with @Chemical$ for 14 days.	1
1465	CONCLUSION: @Chemical$ is safe and may prevent peptic @Disease$s &gt;= 5 mm in diameter or those with pigmented spots in patients receiving dual antiplatelets for 1 year (NCT02166008).	0
1466	"With the increasing use of @Chemical$ in transplant patients, the incidence of @Disease$ may increase."	1
1467	@Disease$ associated with @Chemical$ treatment in a patient with decreased calcium-dependent potassium permeability of cell membranes.	1
1468	"METHODS: We investigated intolerance and bleeding while on @Chemical$ and aspirin discontinuation using 5337 post-acute @Disease$ patients considered appropriate for chronic antiplatelet therapy who were randomly assigned to aspirin in SYMPHONY and 2nd SYMPHONY and followed for 94 (64,157) days."	0
1469	We report the case of a 60-year-old woman who developed @Disease$ and erosions in the axilla and groin while on @Chemical$ for breast cancer.	1
1470	"A patient with chronic myeloid leukaemia treated with @Chemical$ for 4-5 years, developed signs of busulphan toxicity and portal hypertension with @Disease$, oesophageal varices and jaundice."	1
1471	@Disease$ were temporally related to the administration of the antitumor antibiotics actinomycin-D ( @Chemical$ ) and mithramycin ( NSC-24559 ).	1
1472	"A 14-year-old female developed systemic lupus erythematosus ( SLE )-like symptoms, @Disease$, fever, leukopenia and positive anti-nuclear antibody ( ANA ) two weeks after administration of carbamazepine ( @Chemical$; Tegretol ) used against benign Rolandic epilepsy."	1
1473	Pediatric @Chemical$-induced @Disease$ : management with Danaparoid ( orgaran ).	1
1474	"Though hypotension, @Disease$, and constipation are well-documented possible adverse effects, the possibility of @Chemical$-induced bradycardia is less well recognized and is rare."	1
1475	"Therefore, @Chemical$ are expected to become more important factor of peptic @Disease$ in the near future."	0
1476	"We report on three patients with acute schizophrenia, who developed @Disease$ during treatment with @Chemical$ ( 20-25 mg / d )."	1
1477	All patients with aspirin exacerbated respiratory disease (@Disease$) can be desensitized to @Chemical$.	0
1478	"Background: Aspirin-exacerbated respiratory disease (AERD), a syndrome that includes @Disease$, recurrent nasal polyps, and pathognomonic reactions to @Chemical$ and other nonselective cyclooxygenase inhibitors, is still not fully understood and lacks specific disease-modifying therapeutic options."	0
1479	RESULTS : Replacing @Chemical$ with lamotrigine resulted in a decrease in @Disease$ concentrations in all 3 women.	1
1480	@Disease$ in a patient receiving treatment with @Chemical$.	1
1481	"The objective of this study was to test the effects of aspirin (1, 2.5 and 5 mg/kg), and ibuprofen (4 and 15 mg/kg), @Chemical$ (2.5 mg/kg), flurbiprofen (2 mg/kg), celecoxib (7.5 mg/kg), and rofecoxib (1 mg/kg), alone or combined on a rat model of arterial @Disease$."	0
1482	"Following @Chemical$, 38.7% of the participants developed @Disease$."	0
1483	"Aspirin-exacerbated respiratory disease (AERD) is an adult-onset condition that manifests as asthma, @Disease$, and sensitivity to @Chemical$ and other cyclooxygenase-1 (COX-1)-inhibitor nonsteroidal anti-inflammatory drugs (NSAIDs)."	0
1484	"For @Chemical$ users, no excess risk of @Disease$s was present."	0
1485	"DESIGN : We reviewed the medical records of four patients, who were seen by us between July 2000 and February 2004 for sudden onset of a @Disease$ within days of intrathecal @Chemical$."	1
1486	"@Chemical$ and its isomer quinidine are well-known causes of @Disease$, due to excessive insulin secretion."	1
1487	"We postulate that gastritis caused by dexamethasone, @Disease$ caused by @Chemical$, and the unique anatomic nature of a Meckel diverticulum may have contributed to this extremely unlikely and previously unreported event."	1
1488	"We consider @Disease$ to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or @Chemical$ are used in combination with CBZ."	1
1489	Case study : @Disease$ to @Chemical$.	1
1490	"We report a case in which @Disease$ occurred in an asymptomatic falx meningioma known beforehand, after the internal use of low-dose @Chemical$ for 16 months."	1
1491	"DISCUSSION: Patients with @Chemical$-provoked FDEIA have been reported previously as taking ordinary doses of aspirin for reducing pain, inflammation and @Disease$."	0
1492	An altered pattern of @Chemical$s also was found in patients suffering from gastroduodenal ulcer and in @Disease$.	0
1493	@Disease$ in the setting of underlying chronic nephrogenic diabetes insipidus associated with @Chemical$ use.	1
1494	"DESIGN, SETTING, AND PARTICIPANTS: Prospective analysis of observational data from the EINSTEIN deep vein thrombosis and @Disease$ clinical trials comparing rivaroxaban with @Chemical$-VKA treatment, trials performed in hospitals and clinics in 8246 patients enrolled from 2007 to 2009."	0
1495	We report the first case of @Chemical$-induced @Disease$ in a 70-year-old man recently diagnosed with chronic lymphocytic leukaemia.	1
1496	CASE : We present an 11-year old male with Budd-Chiari syndrome who experienced profound @Disease$ after immunosuppressive therapy was changed from tacrolimus to @Chemical$.	1
1497	@Disease$ after treatment with @Chemical$ in a 27-year-old man with mitral leaflet prolapse syndrome.	1
1498	"CASE SUMMARY : An 80-year-old white female, followed up at the Memory Clinic for @Disease$, had been taking @Chemical$ 900 mg / d for > 10 years for paroxysmal atrial fibrillation without adverse effects."	1
1499	@Chemical$-induced syndrome of inappropriate antidiuretic hormone ( @Disease$ ) in a patient with neuroendocrine tumor of the cervix : a case report and review of the literature.	1
1500	A third patient experienced @Disease$ in the extremity of a prior ulnar nerve and tendon transposition after receiving @Chemical$.	1
1501	@Chemical$-induced QT prolongation and @Disease$ on electrocardiogram during treatment for symptomatic atrial fibrillation.	1
1502	"METHODS: Genotyping of LTC4S gene promoter was performed on 60 patients with @Disease$, 100 patients with @Chemical$-tolerant asthma (ATA), and 110 control subjects."	0
1503	"The reported cases of in utero exposure to @Chemical$ shared the following manifestations with our patient : growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and @Disease$ including hypoplastic thumbs and oligodactyly."	1
1504	"The first patient is undergoing hemodialysis and, though responding to @Chemical$, is having significant fatigue and @Disease$."	1
1505	Autopsy evidence of @Disease$ was found in visceral organs of four leukemic patients who had received large doses of cytarabine ( @Chemical$; Ara-C ) shortly before their death.	1
1506	"Adverse events considered possibly or probably related to treatment occurred in 5 (20.0%) misoprostol recipients (4 episodes of diarrhea, 1 episode of abdominal pain), 1 (14.3%) recipient of @Chemical$ 30 mg (1 episode of pharyngitis), and 3 (13.6%) placebo recipients (1 episode each of @Disease$, palpitations, and dyspepsia)."	0
1507	Frequency-risk and duration-risk relationships between @Chemical$ use and @Disease$: a systematic review and meta-analysis.	0
1508	"We describe a patient with transitional cell carcinoma of the renal pelvis who developed @Disease$ and an abnormal chest x-ray with diffuse interstitial opacities while on chemotherapy with @Chemical$, a methotrexate analog."	1
1509	"Under the suspicion of @Chemical$-induced @Disease$, amiodarone was substituted by propafenone."	1
1510	"RESULTS: Among the patients with @Disease$, polymorphism at -1082A/G was significantly associated with the phenotype of @Chemical$-intolerant asthma, AIA (P = 0.007, P(c) = 0.021)."	0
1511	"CONCLUSION : Although a definite association has not been proven, clinicians should be aware of the possibility of @Disease$ while using @Chemical$."	1
1512	It was concluded that ANCA is closely related to the pathogenesis of crescentic glomerulonephritis and that treatment with @Chemical$ appeared to induce @Disease$.	1
1513	A 10-year-old asthmatic boy began to suffer from urticarial rash and @Disease$ after 8 weeks' treatment with @Chemical$.	1
1514	"@Disease$ developed in two children with acute lymphoblastic leukemia during induction treatment with vincristine sulfate, prednisone, and @Chemical$."	1
1515	Correlation between serum @Chemical$ and gastro-duodenal @Disease$ associated with low-dose aspirin.	0
1516	"CONCLUSIONS: In addition to reducing the risk of gastrointestinal bleeding, statistically significant benefits with prophylactic @Chemical$ use on both @Disease$ and nonpain symptoms were evident at 4 weeks and sustained through 24 weeks."	0
1517	"Since @Chemical$ is actively excreted via the renal system, compromise of renal function such as due to renal tuberculosis may lead to serum concentration elevations of ethambutol sufficient to produce @Disease$."	1
